Date,Close,daily_return,target_direction,sentiment_score,smooth_sentiment,fear_greed_index
2022-12-22,15431.4794921875,-0.0061857751385361315,0,0.09090909090909091,0.002525252525252606,50.0
2022-12-23,15045.98046875,-0.024981339192568508,1,0.0,0.11363636363636372,56.0
2022-12-27,15418.3291015625,0.0247473824378448,1,0.0,0.03030303030303037,52.0
2022-12-28,15432.779296875,0.0009372089035921682,1,0.4,0.13333333333333341,57.0
2022-12-29,15485.1796875,0.0033953955808601055,0,-0.3333333333333333,0.02222222222222231,51.0
2022-12-30,15448.8291015625,-0.0023474435990460396,1,0.16666666666666666,0.07777777777777786,54.0
2023-01-02,15523.650390625,0.004843168926953245,1,0.0,-0.055555555555555476,47.0
2023-01-03,15557.7998046875,0.002199831431602073,0,0.0,0.05555555555555563,53.0
2023-01-04,15393.0,-0.010592744909717067,0,0.5,0.16666666666666674,58.0
2023-01-05,15386.2001953125,-0.00044174655281625785,0,0.2,0.2333333333333334,62.0
2023-01-06,15272.0,-0.007422248109529406,1,0.3333333333333333,0.34444444444444455,67.0
2023-01-09,15450.099609375,0.011661839272852248,0,-0.3333333333333333,0.06666666666666675,53.0
2023-01-10,15325.25,-0.008080828766905968,0,0.0,7.401486830834377e-17,50.0
2023-01-11,15301.349609375,-0.0015595432782499197,0,0.5,0.055555555555555636,53.0
2023-01-12,15279.599609375,-0.00142144324227933,1,0.0,0.16666666666666674,58.0
2023-01-13,15346.099609375,0.004352208284253534,0,1.0,0.5000000000000001,75.0
2023-01-16,15305.4501953125,-0.0026488433606717265,1,0.3333333333333333,0.4444444444444445,72.0
2023-01-17,15396.150390625,0.005926006367344749,1,-0.25,0.36111111111111116,68.0
2023-01-18,15466.349609375,0.004559530594917094,0,-0.5,-0.1388888888888888,43.0
2023-01-19,15419.7001953125,-0.0030161877392337333,0,0.0,-0.24999999999999992,38.0
2023-01-20,15347.900390625,-0.0046563683974431,1,0.0,-0.1666666666666666,42.0
2023-01-23,15403.2001953125,0.0036030859778890534,0,0.0,0.0,50.0
2023-01-24,15388.5498046875,-0.0009511264178374557,0,0.0,0.0,50.0
2023-01-25,15171.9501953125,-0.014075375010907276,0,0.2,0.06666666666666675,53.0
2023-01-27,14874.75,-0.019588793232680257,0,0.1,0.10000000000000009,55.0
2023-01-30,14854.2001953125,-0.0013815226936587655,1,-0.25,0.016666666666666757,51.0
2023-01-31,14935.5,0.005473186278528441,0,0.11764705882352941,-0.010784313725490111,49.0
2023-02-01,14847.650390625,-0.005881932936627532,0,0.125,-0.00245098039215678,50.0
